Début d'événement;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Identifiant;Etat;Theme;Style;Categorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Tarif Mention Gratuit;Tarif Mention Payant;Tarif Général;Tarif Réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Duree;Mention Complet;Mention Accessible Handicap;Liens Billeteries;Liens Vidéos;Liens Sons;Liens Dossiers de Presse;Tags;Groupes;Texte Libre Court;Texte Libre Long
2016-12-17;Acheter, chiner;37;44/Nantes;les ateliers de la Ville-en-Bois;Association;308776;5371121;V;Loisir;Acheter, chiner;Marchés;Marché de Noël;276;Marché de Noël;15 exposants.;"Créateurs : illustration, sérigraphie, création textile, bijoux, céramique, maroquinerie ; ateliers créatifs tout public et concerts. Sur place, crêpes, soupe, vin chaud.";Du samedi 17 au dimanche 18 décembre, 14h à 19h et 15h à 22h, Les ateliers de la Ville-en-Bois, 21, rue de la Ville-en-Bois, Nantes. Gratuit. Contact : lavilleenbois@gmail.com, facebook.com/Ateliersdelavilleenbois;Nantes;44;44109;44000;47.21313, -1.576552;2016-12-08;;;;2016-12-17;2016-12-18;2016-12-17;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1201/5371121/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1201/5371121/_2.jpg;;;;;;;;;False;Moteur;;;;https://www.facebook.com/events/262519800817906/;artistes|ateliers|atelierstoutpublic|bonneambiance|canclaux|concerts|exposition|expovente|marchedecreateurs|marchedenoel|mellinet|nantes|noel|vinchaud;;"Marché de Noël de créateurs de disciplines variées : illustration, sérigraphie, création textile, bijoux, céramique, maroquinerie ; ateliers créatifs tout public et concerts. Sur place, crêpes, soupe, vin chaud. Ambiance chaleureuse !";Comme chaque année, Les ateliers de la ville en bois, organise un marché de créateurs, résidents et invités. Céramique, bijoux, illustrations, maroquinerie, sérigraphie, création textile... une quinzaine de stands uniques dans une ambiance sympatique. Il y aura des crêpes, du vin chaud, de la bonne soupe qui fait grandir et plein de bonnes choses. Une programmation musicale festive et des animations créatives viendront saupoudrer ce week-end à l'approche des fêtes ! Venez nombreux ! --------------------------------------------------- RDV le samedi 17 décembre de 15h à 22h et le dimanche 18 de 14h à 19h --------------------------------------------------- Samedi Concert de Baron Endorfine à 19h30 Intermèdes musicaux le dimanche Ateliers créatifs tout au long du week-end (+ d'infos sur facebook : Ateliers de la ville en bois) ------------------------------------------------------------- 21 rue de la ville en bois - quartier Canclaux - NANTES Bus C1, C3, 23 : arrêt Canclaux
2016-11-05;Exposition, musée;23;44/Nantes;la Galerie 18;Association;323481;5296620;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;7 au Coteau;Exposition.;Pour la quatrième édition, la Galerie 18 invite 14 artistes sur 7 semaines.  Vernissage samedi 5 novembre de 16 h à 18 h. Ouverture : jeudi, vendredi, samedi de 14 h à 18 h  et sur rendez-vous.;Du samedi 5 novembre au vendredi 16 décembre, 14h à 18h, La Galerie 18, 18, rue du Coteau, Nantes. Gratuit. Contact : www.lagalerie18.org;Nantes;44;44109;44000;47.21684, -1.55674;2016-10-14;;;;2016-11-05;2016-12-16;2016-11-05;2016-12-16;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1011/5296620/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-09-07;Sport;24;44/Nantes;Adagyo;Association;289688;5239250;V;Loisir;Loisirs et sports;Sport;Autre;118;Adagyo;Inscription.;Adagyo crée un nouveau cours de danse en ligne (folklore, country) le mercredi, pour les 50 ans ou plus.;Du mercredi 7 septembre 2016 au vendredi 23 juin 2017, 17h à 18h, Gymnase Malakoff 4, boulevard de l’Europe, Nantes. Payant. Contact et réservation : 06 45 92 42 62, clubadagyo@yahoo.fr, Adagyo.gandi-site.net;Nantes;44;44109;44000;47.21473, -1.528555;2016-09-06;;;;2016-09-07;2017-06-23;2016-09-07;2017-06-23;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-14;Atelier, activité de loisirs;31;44/Nantes;chorale Gens qui chantent et gens qui rient;Association;222626;5223206;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Chorale Gens qui chantent et gens qui rient;Chant choral.;Reprise des répétitions le mercredi. Le groupe de 50 choristes adultes recrute dans tous les pupitres. Au programme, chansons contemporaines et du monde.;Du mercredi 14 septembre 2016 au mercredi 28 juin 2017, 20h15, Locaux associatifs, 39, rue Félix-Thomas, Nantes. Tarif 80€. Contact : 06 85 53 72 40, sergegrollier@laposte.net, http://gensquichantent.online.fr;Nantes;44;44109;44000;47.23074, -1.553202;2016-08-31;;;;2016-09-14;2017-06-28;2016-09-14;2017-06-28;non;oui;80;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0826/5223206/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Vidéo;36;44/Nantes;association Voyages et aventures;Association;233731;5382836;V;Loisir;Voir visiter;Vidéo;Vidéo;144;La Bolivie;Vidéo.;La Bolivie : sa partie andine, ses plateaux, vallées et plaines au climat tropical, l’Oriente, proche de l’Amazonie, l’ouest : Sucre, Capitale constitutionnelle, Potosi, Tupiza et l’Altiplano jusqu’au Salar d’Uyuni, enfin le lac Titicaca, Copacabana et La Paz, capitale politique.;Vendredi 16 décembre, 20h30, Maison des associations, 11, rue de Prinquiau, Nantes. Gratuit. Contact : 02 40 46 46 42, 06 62 24 58 52.;Nantes;44;44109;44000;47.2123, -1.587417;2016-12-14;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;;;;;;;;;;;;;;Auditif|Mental|Moteur;;;;;;;;
2016-12-17;Concert;15;44/Nantes;Nantes philharmonie;Association;175861;5371327;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;Concert spectacle de Nantes Philharmonie;Classique.;007: La 25e Mission. Musiques tendres ou endiablées du Tango argentin à la Féria espagnole sans oublier les sonorités orientales et le jazz du nouveau monde.;Samedi 17 décembre, 15h et 17h30, Auditorium Berlioz du Conservatoire, rue Gaetan Rondeau, Nantes. Tarif 16€, réduit 12€, autre : Enfants 8 €. Contact et réservation : 06 20 96 56 40, contact@philhar.com, www.philhar.com;Nantes;44;44109;44000;47.2168, -1.556727;2016-12-09;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;16;12;Enfants 8 €;http://photos.infolocale.fr/infoLocale/annonce/2016/1201/5371327/_1.jpg;;;;;;;;;;;;;Visuel|Moteur;;;;;;;;
2016-12-17;Réunion, assemblée;17;44/Nantes;Union cycliste Nantes Atlantique;Association;159195;5377805;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Assemblée générale;100;Union cycliste Nantes Atlantique;Assemblée générale.;Le Groupe-Cyclos de l'UCNA (Union Cycliste Nantes Atlantique) invite ses adhérents à assister à l'assemblée générale extraordinaire et à renouveler leur licence pour 2017.;Samedi 17 décembre, 14h30, Club, 25, rue Gaston-Turpin, Nantes. Contact : 06 89 64 00 26, 02 51 70 22 07, jc.jegouzo@wanadoo.fr;Nantes;44;44109;44000;47.2247, -1.541701;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Horaire, permanence;7;44/Nantes;Ariane : Agir, rencontrer, informer, apporter une nouvelle image des épilepsies;Association;149979;5346810;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Ariane épilepsie;Permanence.;Informations sur l'épilepsie, rencontre avec d'autres personnes dans la même situation, écoute confidentielle et soutien par des membres de l'association.;Vendredi 16 décembre, 15h à 17h, Manufacture, 6, place de la Manu, Nantes. Contact : 02 40 58 01 85, ariane-epilepsie@laposte.net, ariane-epilepsie.fr;Nantes;44;44109;44000;47.21928, -1.537608;2016-11-17;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Atelier, activité de loisirs;31;44/Nantes;Synergie bien-être;Association;178699;5378717;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Qi gong du Tao énergie de l'hiver;;L'énergie des reins est à mettre en relation avec l'élément eau, la saison hivernale. Elle contrôle la résistance au stress. Programme : déverouillage des articulations, l'élément eau dans la théorie des 5 éléments, respirations, posture de qi gong, méditations dynamiques, automassages.;Samedi 17 décembre, 15h à 18h, Maison de quartier de l'Île, 2, rue Conan-Mériadec, Nantes. Payant. Contact et réservation : 06 83 04 71 60, synergiebienetre@hotmail.fr;Nantes;44;44109;44000;47.2066, -1.550762;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-01;Spectacle;21;44/Nantes;choeur de chambre Éclats de Voix;Association;263909;5371458;V;Loisir;Concerts, spectacles;Autres scènes;Autre;177;Audition recrutement;;Le chœur de chambre Eclats de voix dirigé par Gérard Baconnais recrute des chanteurs et chanteuses confirmés, tous pupîtres. Projets 2017 : Misa Tango de Palmieri avec piano, orchestre à cordes, bandonéon, solistes à la Folle Journée de Nantes et en région. Voyage en Allemagne et concerts divers.;Jusqu'au dimanche 25 décembre, Lycée La Perverie, Nantes. Gratuit. Contact : 06 51 11 52 65, gerard.baconnais@laposte.net, eclatsdevoix.fr;Nantes;44;44109;44000;47.22396, -1.540806;2016-12-12;;;;2016-12-01;2016-12-25;2016-12-01;2016-12-25;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Fête locale;25;44/Nantes;Ares;Association;342342;5384655;V;Loisir;Loisirs et sports;Fêtes;Autre;121;Fête de Noël de l’Ares;;Fête sous le signe du jeu. Au programme : costumes (dress code rouge et/ou vert), jeux de rôle spécial Noël, sapin, père Noël, buffet. Apporter nourriture, boissons à partager et décorations de Noël.;Vendredi 16 décembre, 20h, Maison des jeux, 14, rue Michel-Rocher, Nantes. Gratuit. Contact : contact@ares44.fr, ares44.fr;Nantes;44;44109;44000;47.20632, -1.549745;2016-12-14;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;;;;;;;;;;;;;False;;;;;;ARES|JDP|JDR|jeux|Noël|soirée;;;
2016-08-29;Jeux, concours;29;44/Nantes;Bac 44;Association;271340;5227200;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Autre;134;Tournois de bridge Bac 44;;Les participants jouent des tournois enregistrés par la fédération Française de bridge, cela permet un classement national. Lieu de rencontre et d'échanges autour de repas pris ensemble au cours de l'année. Du lundi au vendredi à 14 h, le lundi à 21 h.;Jusqu'au vendredi 30 juin 2017, 14h, 2, rue Léon-Jost, Nantes. Tarif 6€, réduit 4€. Contact : 06 06 42 39 11, 02 40 74 57 73, bac44@orange.fr, www.bac44.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-08-30;;;;2016-08-29;2017-06-30;2016-08-29;2017-06-30;non;oui;6;4;;;;;;;;;;;;;;;Moteur;;;;;;;;
2016-12-16;Concert;15;44/Nantes;Dynamo café;Équipement à but non lucratif (culture, sport et loisir);159123;5372496;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;Mix two;;Puppa Dready et DJ CLB.;Vendredi 16 décembre, 22h à 3h, Dynamo café, 91, rue Maréchal-Joffre, Nantes. Gratuit. Contact : 02 40 48 79 18, www.facebook.com/mixtwo;Nantes;44;44109;44000;47.2204, -1.548486;2016-12-08;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1202/5372496/_1.jpg;MIX TWO;DR;;;;;;;;;;;;;;;;;;;
2016-11-22;Action caritative;26;44/Nantes;les P'tits doudous de Jules Verne;Association;342528;5356508;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Vente caritative;96;Association les P'tits doudous;Vente caritative.;Vente nationale de peluches à l’effigie du logo bleu, vert anis et rose de l’association, créées par Moulin Roty. Chaque doudou est vendu 20 € dont 5 € est reversé au profit des 20 associations du groupe afin d’offrir un doudou aux enfants opérés.;Jusqu'au dimanche 18 décembre, Nantes. Contact et réservation : www.ulule.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-22;;;;2016-11-22;2016-12-18;2016-11-22;2016-12-18;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-14;Animation jeunes;11;44/Nantes;Hora;Association;320963;5236665;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Yoga ados et étudiants;;Ce cours propose d’aborder l’éveil du lien entre son corps et son esprit, s’ancrer, renforcer sa musculature, son système nerveux et sa résistance. L’ado ou le jeune sera guidé pour ouvrir un espace intérieur de ressourcement où il pourra aller y puiser son équilibre, sa créativité, sa force.;Du mercredi 14 septembre 2016 au mercredi 14 juin 2017, 17h à 18h, 30, rue Deshoulières, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com;Nantes;44;44109;44000;47.21825, -1.565676;2016-09-06;;;;2016-09-14;2017-06-14;2016-09-14;2017-06-14;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0902/5236665/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0902/5236665/_2.jpg;;;;;;;;;;;;;;;;;;
2016-11-08;Exposition, musée;23;44/Nantes;bibliothèque municipale;Association;18036;5301282;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Le livre découpé;Exposition.;Sélection de livres découpés et de créations d'Amandine Momenceau, l'auteur-illustratrice de Maman Renard (L'Agrume, 2015).;Du mardi 8 novembre au samedi 17 décembre, Bibliothèque de la Halvêque, Nantes. Gratuit. Contact : 02 40 41 53 47, bm-nord@mairie-nantes.fr, http://bm.nantes.fr;Nantes;44;44109;44000;47.21837, -1.553621;2016-10-14;;;;2016-11-08;2016-12-17;2016-11-08;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1014/5301282/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-18;Conférence;30;44/Nantes;Société nantaise de préhistoire;Association;74556;5373199;V;Loisir;Voir visiter;Conférence;Conférence;150;Grotte ornée 2.0, nouvelles recherches sur les grottes ornées;Conférence.;Romain Pigeaud, chercheur, présentera les nouveaux questionnements autour de l’art paléolithique. Les nouveaux outils d’analyses numériques ont profondément modifié notre vision de l’art pariétal. Découverte des nouveaux axes de la recherche sur les premiers artistes.;Dimanche 18 décembre, 9h30, Muséum d’Histoire naturelle, 12, rue Voltaire, Nantes. Gratuit.;Nantes;44;44109;44000;47.2168, -1.556727;2016-12-14;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;;;;;;;;;;;;120;False;;;;;;;;Grotte ornée 2.0 : les nouvelles recherches et nouveaux questionnements autour de l'art paléolithique   La révolution numérique, les nouveaux outils d'analyses, ont profondément modifié notre vision de l'art pariétal paléolithique. Au travers de quelques exemples, nous vous proposons ici d;
2016-12-18;Randonnée;14;44/Nantes;Randonnées pédestres Léo-Lagrange;Association;46556;5369268;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Randonnée pédestre;;Randonnée de 12 km à Nantes (les bords de l'Erdre). Organisée par la section randonnées pédestres du club Léo-Lagrange. Covoiturage avec participation aux frais. Prévoir des chaussures de randonnée et des chaussures de rechange.;Dimanche 18 décembre, 13h30, Devant la capitainerie, île de Versailles, Nantes. Tarif 2 € non-adhérents. Contact : 02 40 43 70 39, http://leo.rando.nantes.free.fr/;Nantes;44;44109;44000;47.22561, -1.554161;2016-12-08;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;;;2 € non-adhérents;;;;;;;;;;;;;;;;;;;;;;
2016-12-07;Spectacle;21;44/Nantes;le Grand T;Équipement à but non lucratif (culture, sport et loisir);17474;5175082;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Dom Juan;Théâtre.;Incarné par Nicolas Bouchaud, le libertin vagabond, incroyant et insolent, est toujours fringant. Jean-François Sivadier et ses fidèles acteurs ravivent avec ardeur cette œuvre du répertoire. Théâtre de l’humain et du surnaturel, ce Dom Juan est un rendez-vous incontournable de la saison.;Du mercredi 7 au samedi 17 décembre, Le Grand T, 84, rue du Général-Buat, Nantes. Tarif 25€, réduit 21€, autre : 12 €. Réservation : 02 51 88 25 25, billetterie@legrandt.fr, www.legrandt.fr;Nantes;44;44109;44000;47.23013, -1.539711;2016-07-07;;;;2016-12-07;2016-12-17;2016-12-07;2016-12-17;non;oui;25;21;12 €;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175082/_1.jpg;;© Brigitte Enguérand;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175082/_2.jpg;;© Brigitte Enguérand;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175082/_3.jpg;;© Brigitte Enguérand;;;;;Moteur;;;;;;;;
2016-10-25;Animation jeunes;11;44/Nantes;musée Jules-Verne;Équipement à but non lucratif (culture, sport et loisir);25647;5291060;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;À bord du Nautilus;;Spectacle déambulatoire par le comédien Sydney Bernard, pour les 6-10 ans.;Mardi 25 octobre, mardi 27 décembre, 14h30 à 16h30, Musée Jules-Verne, Nantes. Tarif 5€, autre : 10 € enfants hors métropole. Inscription avant le 24 octobre. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, julesverne.nantesmetropole.fr;Nantes;44;44109;44000;47.20205, -1.577412;2016-10-11;2016-10-25;2016-12-27;;;;2016-10-25;2016-12-27;non;oui;5;;10 € enfants hors métropole;http://photos.infolocale.fr/infoLocale/annonce/2016/1007/5291060/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Concert;15;44/Nantes;le Pannonica;Équipement à but non lucratif (culture, sport et loisir);17008;5181891;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Jazz;17;Pak ! + Mirador (Bamba Crew);Jazz.;PAK ! est un ensemble de neuf musiciens rassemblés autour des musiques d’Europe de l’est. Leur répertoire se construit autour de thèmes sulfureux et festifs inspirés des hora roumaines ou des cocek macédoniens. Concert suivi de Mirador pour un DJ set des plus dansants !;Vendredi 16 décembre, 21h, Le Pannonica, 9, rue Basse-Porte, Nantes. Tarif 12€, réduit 10€, autre : 8 €/5 €. Contact et réservation : 02 51 72 10 10, www.pannonica.com;Nantes;44;44109;44000;47.22118, -1.558729;2016-07-15;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;12;10;8 €/5 €;;;;;;;;;;;;;;;;;;;;;;
2016-12-08;Réunion, assemblée;17;44/Nantes;groupement recrutement légion étrangere;Administration, service public, parapublic;341070;5379993;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Réunion, débat, rencontre;225;Recrutement légion étrangère;;Informations sur les métiers au sein de la légion étrangère. Le poste d'information expose les possibilités de recrutement, les perspectives d'évolutions et les possibilités de carrières au sein de cette troupe prestigieuse, pour les jeunes âgés d'au moins 17 ans et demi jusqu'à 39 ans et demi.;Jusqu'au mardi 20 décembre, 8h à 22h, 16, rue des Rochettes, Nantes. Gratuit. Contact : 02 28 24 20 70, legion.etrangere.pile.nantes@gmail.com, www.legion-recrute.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-12-08;;;;2016-12-08;2016-12-20;2016-12-08;2016-12-20;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-18;Fête locale;25;44/Nantes;association Mémoire de l'outremer;Association;338154;5382331;V;Loisir;Loisirs et sports;Fêtes;Autre;121;Chantez Nwel;Dimanche 18 décembre, 16h, Espace Louis-Delgrès, 89, quai de la Fosse, Nantes. Gratuit. Contact : 02 40 71 76 57, outremer44@orange.fr;;;Nantes;44;44109;44000;47.21684, -1.55674;2016-12-14;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1210/5382331/_1.jpg;;;;;;;;;;;;;Moteur;;;;;;;;
2016-10-04;Spectacle;21;44/Nantes;théâtre du Riscochet;Autre organisme à but non lucratif;336938;5281413;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Ils viennent de Brodouai;Théâtre.;Ce sont des stars, enfin c'est ce qu'ils pensent, et ils présentent leur nouvelle comédie musicale ! Mais tout ne va pas se passer comme prévu. Entre un metteur en scène dépassé, un comédien qui est légèrement raciste, un régisseur fou, et une comédienne insupportable, on obtient un tout déjanté.;Jusqu'au vendredi 30 décembre, 20h, Théâtre du riscochet, 14, rue de L'arche-Sèche, Nantes. Tarif 15€, réduit 12€. Réservation : http://www.theatreduriscochet.com. Contact : riscochetnantais@gmail.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-10-04;;;;2016-10-04;2016-12-30;2016-10-04;2016-12-30;non;oui;15;12;;http://photos.infolocale.fr/infoLocale/annonce/2016/0930/5281413/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-18;Jeux, concours;29;44/Nantes;la Nizanerie;Association;333252;5377059;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Concours;286;Concours de soupe à la Nizanerie;;S'inscrire seul ou en équipe (apporter légumes, ustensiles et venir avec les amis) pour cuisiner une soupe originale (mais avec des produits de saison) en 3 h dans la rue Paul-Nizan.;Dimanche 18 décembre, 14h à 19h, Kiosque de la Nizanerie, rue Paul-Nizan, Nantes. Gratuit. Contact et réservation : convivialite@lanizanerie.com;Nantes;44;44109;44000;47.20469, -1.549659;2016-12-06;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5377059/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Concert;15;44/Nantes;association Musique sacrée, cathédrale de Nantes;Association;168324;5285384;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Chant choral;167;"Concert de Noël ""Noëls, Carols et Cie...""";Chant choral.;A la lueur des bougies, la Maitrise de la Cathédrale donne son traditionnel concert de Noël. Mélangeant Noëls populaires et musique savante, Dove, Rutter, Sandström, Rachmaninov, Tavener seront au programme de ce concert pour petits et grands dans la magie de Noël.;Samedi 17 décembre, 19h, Cathédrale Saint-Pierre-et-Saint-Paul, place Saint-Pierre, Nantes. Gratuit. Contact et réservation : 02 40 35 76 43, contact@musiquesacree-nantes.cef.fr, www.musiquesacree-nantes.cef.fr;Nantes;44;44109;44000;47.21783, -1.550832;2016-10-05;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1004/5285384/_1.jpg;;MSCN;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-09-23;Atelier, activité de loisirs;31;44/Nantes;théâtre Beaulieu, compagnie Même pas cap;Association;28032;5165988;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Atelier théâtre;140;Atelier théâtre;;Les inscriptions pour la nouvelle saison des ateliers Même pas cap sont lancées. Au programme : un nouveau concept pour les ateliers théâtre et la mise en place d'un atelier chorale. Animés par des comédiens et une professeure de chant professionnels.;Du vendredi 23 septembre 2016 au dimanche 18 juin 2017, 15h à 17h et 20h à 22h, Théâtre Beaulieu, 9, boulevard Vincent-Gâche, Nantes. Payant. Contact et réservation : 02 49 10 63 10, contact@theatrebeaulieu.fr, www.theatrebeaulieu.fr;Nantes;44;44109;44000;47.20642, -1.542222;2016-07-05;;;;2016-09-23;2017-06-18;2016-09-23;2017-06-18;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0630/5165988/_1.jpg;"Les ateliers ""Même Pas Cap""";"Cie ""Même Pas Cap""";;;;;;;;;;;Visuel|Moteur;;;;;;;;
2016-12-16;Cinéma;35;44/Nantes;cinéma le Bonne-Garde;Association;277374;5381935;V;Loisir;Voir visiter;Cinéma;Cinéma;7;"Ciné-Rencontre "" Les pépites """;Cinéma.;Avec les représentants de l'association Pour un sourire d'enfant, créée il y a 20 ans par Christian et Marie-France des Pallières, qui se battent pour redonner le sourire, un métier, un avenir, aux enfants de la décharge de Phnom Penh.Ce film est l'histoire d'une aventure humaine extraordinaire.;Vendredi 16 décembre, 20h, Cinéma le Bonne-Garde, 20, rue Frère-Louis, Nantes. Payant. Contact : 02 51 83 66 71.;Nantes;44;44109;44000;47.19511, -1.538908;2016-12-13;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1209/5381935/_1.jpg;;;;;;;;;;;;;Moteur;;;;;;;;
2016-12-02;Horaire, permanence;7;44/Nantes;Unafam, Union nationale de familles et amis de personnes malades et/ou handicapées psychiques;Association;37024;5368461;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Unafam;Permanence.;L'Union nationale de familles et amis de personnes malades, handicapées psychiques, organise un accueil téléphonique avec prise de rendez-vous assurée par une équipe de bénévoles de l'association, formés à l'écoute des familles dans le respect de la confidentialité.;Du vendredi 2 au vendredi 30 décembre, 9h à 19h, Nantes. Contact : 02 51 83 17 73, 44@unafam.org;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-30;;;;2016-12-02;2016-12-30;2016-12-02;2016-12-30;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-19;Spectacle;21;44/Nantes;théâtre de la Fleuriaye;Équipement à but non lucratif (culture, sport et loisir);19710;5093841;V;Loisir;Concerts, spectacles;Autres scènes;Cirque;8;Bestias - Cie Baro d'Evel;;Au fil des années, cette compagnie franco-catalane s'impose merveilleusement avec des spectacles pleins de délicatesse et d'humour. Pour cette nouvelle création, elle va faire danser des acrobates, un comédien, mais surtout Bonito et Shengo, deux chevaux et cinq oiseaux.;Du samedi 19 novembre au vendredi 16 décembre, Ile de Nantes - Parc des Chantiers, Nantes. Tarif 25€, réduit 9€. Contact et réservation : 02 28 22 24 24, theatre@mairie-carquefou.fr, www.carquefou.fr;Nantes;44;44109;44000;47.20566, -1.564092;2016-05-18;;;;2016-11-19;2016-12-16;2016-11-19;2016-12-16;non;oui;25;9;;http://photos.infolocale.fr/infoLocale/annonce/2016/0513/5093841/_1.jpg;;Frederic Jean;;;;;;;;;;;;;;;;;;;
2016-12-15;Spectacle;21;44/Nantes;Théâtre de poche Graslin;Association;341526;5308096;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;De La Fontaine à Booba;Théâtre.;Est ce que La Fontaine a du flow ? Peut-on rapper une fable ? Le Rap est il une forme de poésie ? Est ce que Booba vaut Baudelaire ? Tour à tour, clash, battle, discussion sur le fond et la forme, un spectacle inédit et surprenant !;Du jeudi 15 au samedi 17 décembre, 21h, Théâtre de Poche-Graslin, 5, rue Lekain, Nantes. Payant. Contact et réservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, http://www.theatredepochegraslin.fr;Nantes;44;44109;44000;47.21449, -1.562894;2016-11-08;;;;2016-12-15;2016-12-17;2016-12-15;2016-12-17;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1019/5308096/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
